user_address,coin,market_type,direction,size,entry_price,liquidation_price,position_value,unrealized_pnl,pnl_percent,leverage_type,leverage_value,margin_used,distance_to_liq_pct,distance_to_liq_usd,risk_level
0x8dcc4c6ceace8bce5c038cff1f9c3aa0a36a1639,MORPHO,HyperCore,LONG,208.8,1.2408,0.8250684759,264.88368,5.80464,2.191392085763834,cross,5,52.976736,34.96,0.44,LOW
0xbb6895dc9a64e55a0f59e572aba54df81e49275a,HYPE,HyperCore,LONG,7.6,28.2554,23.8211106648,211.1584,-3.583321,-1.696982454877476,isolated,5,39.169981,14.26,3.96,MODERATE
0x05bd45baadc8e0f320ff686584a32fc7f6efacc8,ETH,HyperCore,SHORT,1.6572,3332.41,8970.243907749,5461.3026,61.179255,1.120231920494572,cross,17,321.253094,172.2,5674.74,LOW
0x4f1474de0cef639a911b18b141d4bead2c188feb,SOL,HyperCore,LONG,16.87,199.94,,2330.2531,-1042.7347,-44.74770144067183,cross,20,116.512655,,,UNKNOWN
0x4f1474de0cef639a911b18b141d4bead2c188feb,PAXG,HyperCore,LONG,2.445,4090.0,3099.1170530621,10312.521,312.471,3.030015647968135,cross,10,1031.2521,26.52,1118.68,LOW
0x9f757573df4609e3f5427152256e297093bcfffd,HYPE,HyperCore,LONG,90.0,28.9642,15.078923848,2500.56,-106.218047,-4.247770379435006,cross,9,277.84,45.73,12.71,LOW
0xcad7debed37c6eb81130adbcf1452eaae08c2fb2,HYPE,HyperCore,LONG,5.5,28.7359,24.233125933,152.812,-5.235988,-3.426424626338245,isolated,5,26.193917,12.78,3.55,MODERATE
0x6d643c0c264f9a265fdddb35794fa8ad637b9fcd,BTC,HyperCore,LONG,0.01148,85441.0,84463.2597362502,1058.47896,77.61628,7.33281273725082,cross,40,26.461974,8.39,7738.74,MODERATE
0x314fc7d43be8debb89ee232f58084637cee9d781,ETH,HyperCore,LONG,5.0,3526.02,802.3279910204,16481.0,-1149.10341,-6.972291790546689,cross,2,8240.5,75.66,2493.87,LOW
0xc968379e421f2a8f5ab45b292dcdbb946cd57ead,HYPE,HyperCore,LONG,7.9,28.4735,24.0073392405,219.5331,-5.408103,-2.463456763467559,isolated,5,39.358019,13.61,3.78,MODERATE
